cell_name,cell_mean_mito_area_(pixels_squared),cell_median_mito_area_(pixels_squared),cell_std_mito_area_(pixels_squared),cell_mean_mito_eccentricity,cell_median_mito_eccentricity,cell_std_mito_eccentricity,cell_mean_mito_equi_diameter_(pixels),cell_median_mito_equi_diameter_(pixels),cell_std_mito_equi_diameter_(pixels),cell_mean_mito_euler_number,cell_std_mito_euler_number,cell_mean_mito_extent,cell_median_mito_extent,cell_std_mito_extent,cell_mean_mito_major_axis_(pixels),cell_median_mito_major_axis_(pixels),cell_std_mito_major_axis_(pixels),cell_mean_mito_minor_axis_(pixels),cell_median_mito_minor_axis_(pixels),cell_std_mito_minor_axis_(pixels),cell_mean_mito_orientation_(degrees),cell_median_mito_orientation_(degrees),cell_std_mito_orientation_(degrees),cell_mean_mito_perimeter_(pixels),cell_median_mito_perimeter_(pixels),cell_std_mito_perimeter_(pixels),cell_mean_mito_solidity,cell_median_mito_solidity,cell_std_mito_solidity,cell_mean_mito_centroid_x_(pixels),cell_median_mito_centroid_x_(pixels),cell_std_mito_centroid_x_(pixels),cell_mean_mito_centroid_y_(pixels),cell_median_mito_centroid_y_(pixels),cell_std_mito_centroid_y_(pixels),cell_mean_mito_distance_(pixels),cell_median_mito_distance_(pixels),cell_std_mito_distance_(pixels),cell_mean_mito_weighted_cent_x_(pixels),cell_median_mito_weighted_cent_x_(pixels),cell_std_mito_weighted_cent_x_(pixels),cell_mean_mito_weighted_cent_y_(pixels),cell_median_mito_weighted_cent_y_(pixels),cell_std_mito_weighted_cent_y_(pixels),cell_mean_mito_weighted_distance_(pixels),cell_median_mito_weighted_distance_(pixels),cell_std_mito_weighted_distance_(pixels),cell_mean_mito_form_factor,cell_median_mito_form_factor,cell_std_mito_form_factor,cell_mean_mito_roundness,cell_median_mito_roundness,cell_std_mito_roundness,cell_mean_mito_branch_count,cell_std_mito_branch_count,cell_mean_mito_mean_branch_length_(pixels),cell_median_mito_mean_branch_length_(pixels),cell_std_mito_mean_branch_length_(pixels),cell_mean_mito_total_branch_length_(pixels),cell_median_mito_total_branch_length_(pixels),cell_std_mito_total_branch_length_(pixels),cell_mean_mito_median_branch_length_(pixels),cell_median_mito_median_branch_length_(pixels),cell_std_mito_median_branch_length_(pixels),cell_mean_mito_std_branch_length_(pixels),cell_std_mito_std_branch_length_(degrees),cell_mean_mito_mean_branch_angle_(degrees),cell_median_mito_mean_branch_angle_(degrees),cell_std_mito_mean_branch_angle_(degrees),cell_mean_mito_median_branch_angle_(degrees),cell_median_mito_median_branch_angle_(degrees),cell_std_mito_median_branch_angle_(degrees),cell_mean_mito_std_branch_angle_(degrees),cell_std_mito_std_branch_angle_(degrees),cell_mean_mito_total_density_(pixels),cell_median_mito_total_density_(pixels),cell_std_mito_total_density,cell_mean_mito_average_density_(pixels),cell_median_mito_average_density_(pixels),cell_std_mito_average_density_(pixels),cell_mean_mito_median_density_(pixels),cell_median_mito_median_density,cell_std_mito_median_density_(pixels),cell_kurtosis_x,cell_weighted_kurtosis_x,cell_kurtosis_y,cell_weighted_kurtosis_y,cell_kurtosis_squared,cell_weighted_kurtosis_squared,cell_skewness_x,cell_weighted_skewness_x,cell_skewness_y,cell_weighted_skewness_y,cell_skewness_squared,cell_weighted_skewness_squared,cell_network_orientation_(degrees),cell_network_major_axis_(pixels),cell_network_minor_axis_(pixels),cell_network_eccentricity,cell_network_effective_extent,cell_network_effective_solidity,cell_network_fractal_dimension
your_image8_mask001001.tif,121.36346060898985,53.0,235.58593969491108,0.866374217876556,0.9063519917720133,0.12166347404808968,10.392418243897723,8.214724333230155,6.82073312607786,0.6568390526824552,1.3461643283562674,0.5037227075938795,0.49072802197802196,0.1788679610521683,21.173339763944067,15.091012803282215,19.37322850920136,8.702553578266317,5.669208260515832,8.39326319195665,0.09405777890533042,0.16061356052985995,0.9303744774222527,70.74827595893085,34.14213562373095,126.51519983912137,0.7402432762813943,0.7703703703703704,0.17101766293698312,993.3337570068772,960.9997710622711,607.3079150808259,1027.780890247772,1017.2014492753623,583.5846773538793,1552.3980668623879,1623.0372071201077,585.2347670224934,0.23601206396262375,0.09244686401089602,0.5637471398466518,0.2617907102514436,0.09692315044543828,0.6344491611443964,0.3801256667473077,0.15384267968975196,0.8367061154024609,3.341922150998036,1.7798188003895201,5.4624404817894625,0.3479530396390614,0.3136792881021505,0.17613349272900297,2.3673272112131465,3.3059571960121734,13.663681336694983,12.072669935608381,6.739844403066924,36.21091467290668,16.85407687068701,66.30463013731426,12.858087220030898,11.05959777709718,6.589528954104922,2.9335764123888453,5.546088621444585,11.090284184355399,15.838287044515727,46.26518399415422,12.000802907724173,18.351154240821025,48.2461403467901,14.522803507837825,21.794345182978365,174.0555419921875,70.5844955444336,356.08306884765625,1.3336360454559326,1.3128883838653564,0.15217500925064087,1.0862001180648804,1.0,0.170388326048851,-1.2657016173252569,123.65078906749979,-1.2008729371844882,113.65665570845334,3.044096395361871,28207.353023845222,0.08221494558781554,9.239281102039843,0.02299192227502063,8.788491469093053,0.00728792576790806,162.60189758483196,47.18228584863071,2364.316254221348,2362.5603575150735,0.038532842476977816,0.11973428726196289,0.11980961273879819,1.5223831552180547
